ID_REF,sputum from pulmonary tuberculosis patient1,sputum from pulmonary tuberculosis patient1(dye flip),sputum from pulmonary tuberculosis patient 2,sputum from pulmonary tuberculosis patient 3,sputum from pulmonary tuberculosis patient 3 (dye flip),sputum from pulmonary tuberculosis patient 4,sputum from pulmonary tuberculosis patient 5,sputum from pulmonary tuberculosis patient 5 (dye flip),sputum from pulmonary tuberculosis patient 6,sputum from pulmonary tuberculosis patient 7,sputum from pulmonary tuberculosis patient 7 (dye flip),,,,,,,,
91504,-0.29407,0.088048,-0.225816,0.361098,0.200079,-0.585454,0.00885645,-0.203741,-0.212158,-0.764815,-0.0497322,,,,,,,,
91505,0.00628994,-0.246078,0.231002,0.113882,-0.246329,-0.0741172,0.299194,0.0981072,-0.023883,-0.270424,-0.30673,,,,,,,,
91506,0.425601,0.261719,1.16767,0.471637,0.251809,0.362096,0.256004,0.255116,-0.0862697,-0.735676,0.000492855,,,,,,,,
91507,0.45799,0.388463,1.15505,0.611933,0.443498,0.705106,0.667229,0.560842,0.227314,0.828866,0.299807,,,,,,,,
91508,-0.212287,0.228447,-0.271331,-0.0676761,0.305222,0.864454,-0.0132829,0.196682,0.41027,-0.431123,0.391327,,,,,,,,
91509,-0.268902,-0.0279756,-0.987102,-0.165131,-0.0684577,0.0753421,-0.259504,-0.278069,-0.253299,-1.15646,-0.385853,,,,,,,,
91510,1.17087,0.278531,2.03303,0.623831,0.11988,1.08556,0.693269,0.6402,0.777765,2.12322,0.87001,,,,,,,,
91511,0.0668487,-0.0793743,0.571183,-0.301394,-0.016445,-0.917376,-0.215101,-0.199163,0.0909496,0.731027,-0.149868,,,,,,,,
91512,0.934247,0.37695,1.13671,0.00835619,0.166433,0.175598,0.779614,0.183841,0.636384,2.3099,0.747502,,,,,,,,
91513,0.221698,0.0511191,-0.145883,null,-0.132255,-0.0541194,-0.047922,-0.17311,-0.133887,0.436793,-0.0175332,,,,,,,,
91514,1.45665,0.0967552,2.22342,0.0971486,0.0550339,0.353791,0.0362703,-0.37508,0.302091,0.980393,-0.452901,,,,,,,,
91515,-1.54254,-1.38485,-0.916026,-1.91516,-1.0809,-0.958882,-1.28724,-1.15442,-0.312362,-0.895808,-1.53103,,,,,,,,
91601,-2.622,-0.887726,-3.29228,-2.28005,-1.12733,-3.13889,-1.2123,-1.0722,-1.13634,-2.75746,-1.75281,,,,,,,,
91602,0.174376,-0.032011,0.612344,-0.0518809,0.0302146,-0.068828,0.150812,0.0255981,-0.316339,-0.929073,-0.0514753,,,,,,,,
91603,0.380362,0.374689,0.80637,0.0228447,0.331957,0.19295,0.289376,0.171474,-0.092041,-0.656563,0.255659,,,,,,,,
91604,0.862063,-0.0827351,2.03735,0.370093,-0.138793,0.0226009,1.78205,1.11408,1.36617,3.24008,1.22171,,,,,,,,
91605,0.822961,0.364459,1.06912,0.329554,0.119588,1.05154,0.64926,0.20027,0.117197,0.783922,0.589116,,,,,,,,
91606,0.945298,0.0185512,2.09123,0.756138,-0.0942627,0.779981,1.27375,0.167878,-0.322588,1.48194,0.0109581,,,,,,,,
91607,-1.96019,-0.331622,-2.13192,-0.680651,-0.36709,-1.41156,-1.20647,-0.220208,-0.542751,-1.98316,-0.981039,,,,,,,,
91608,0.15173,0.234431,-0.803019,0.0120123,0.145496,-0.584405,-0.268363,-0.135654,0.0228137,-0.751022,0.0649167,,,,,,,,
91609,-1.42765,-0.154015,-2.60512,-0.443916,0.0903597,-1.44937,-1.30011,-0.719062,-0.403964,-1.92169,-0.79539,,,,,,,,
91610,1.27449,0.636612,2.13625,0.575951,0.457153,0.547053,0.570071,0.361673,0.818982,1.84266,0.56098,,,,,,,,
91611,0.64676,-0.103892,0.408808,0.299873,0.102493,0.836891,0.512339,-0.129935,-0.301456,0.565462,-0.219343,,,,,,,,
91612,1.57996,-0.0703702,1.85477,0.523533,-0.0995851,0.293721,1.22755,0.491125,0.86081,2.93054,0.854982,,,,,,,,
91613,1.06788,0.268203,1.66621,0.280261,0.324372,0.701927,0.315585,0.364006,0.512823,2.25672,0.747953,,,,,,,,
91614,-0.161776,-0.0926701,-0.391209,-0.08433,-0.202613,-0.0648212,-1.19757,-1.17795,-0.565129,-1.56779,-1.02146,,,,,,,,
91615,0.603986,0.155804,0.944306,0.311212,0.137094,0.075406,0.425203,0.122789,0.492013,1.09269,0.403898,,,,,,,,
91701,-0.117201,0.168745,0.199818,-0.208374,0.0666529,-0.465383,0.424563,0.517069,0.325361,0.0847311,null,,,,,,,,
91702,0.575778,0.301882,0.90523,0.263275,0.0590899,0.685867,0.505294,-0.26644,-0.239787,-0.247647,-0.478156,,,,,,,,
91703,0.728974,0.408344,1.3256,0.507231,0.0939817,0.754143,0.856175,0.362882,0.134887,1.49293,1.02238,,,,,,,,
91704,0.300492,0.286371,0.938277,-0.0997161,0.231424,0.772881,-0.0123435,0.161832,-0.380713,-0.159581,0.178893,,,,,,,,
91705,0.68299,0.15349,1.25255,0.420518,-0.0169712,0.435635,0.606173,-0.049393,-0.00109866,1.1267,0.448098,,,,,,,,
91706,0.996488,0.357133,2.13459,0.585148,0.493653,1.01742,0.904598,0.547937,0.339929,1.38444,0.662564,,,,,,,,
91707,0.0180031,0.412991,0.066267,0.143035,0.300063,0.68771,-0.134188,0.313289,-0.281737,-0.884585,-0.245863,,,,,,,,
91708,0.851765,0.397011,0.679434,0.325194,0.173342,1.23116,0.683028,0.327866,0.386503,1.42834,0.400169,,,,,,,,
91709,0.485915,0.0436539,0.877074,0.170451,-0.0108476,0.425576,0.495168,0.192241,0.185207,0.620866,0.138253,,,,,,,,
91710,-0.0318829,0.0837873,0.329806,0.0946318,-0.0590053,0.103577,-0.155085,-0.30203,-0.573516,-0.710141,-0.723372,,,,,,,,
91711,0.0473561,0.055699,0.679883,0.0587286,0.215903,-0.361982,0.0277364,-0.287737,-0.40785,-0.379229,-0.459514,,,,,,,,
91712,0.332711,0.4877,0.214223,-0.0657793,0.492554,0.484364,-0.296933,-0.0210711,-0.65862,-1.42881,-0.304723,,,,,,,,
91713,0.47406,0.293679,0.834589,0.123179,0.234748,0.35333,0.162961,-0.25042,null,1.03924,-0.343671,,,,,,,,
91714,0.464988,-0.183687,0.830981,0.154136,-0.146992,-0.119461,-0.210676,-0.672366,-0.128689,0.183156,-0.406617,,,,,,,,
91715,-0.0355494,0.301122,1.0877,-0.301402,0.148399,-0.590522,-0.540001,-0.272043,0.561434,0.00594689,0.22635,,,,,,,,
91801,1.07366,0.380614,1.73558,0.377621,0.314708,0.473533,0.941569,0.454415,0.14796,0.987884,null,,,,,,,,
91802,1.5874,0.249894,2.12268,0.845491,-0.0934861,1.06648,1.33054,0.0705506,-0.124306,1.1241,-0.0861559,,,,,,,,
91803,-1.5624,-0.772821,-1.76985,-1.31721,-0.842701,-2.42392,-1.42811,-0.787408,-1.46292,-3.28011,-1.51071,,,,,,,,
91804,0.620579,0.140952,0.961372,0.379012,0.204048,0.309403,null,-0.0651048,-0.0794737,null,0.458363,,,,,,,,
91805,-0.365252,0.136984,-0.439885,-0.38841,0.167624,-0.444096,-0.00103694,0.147246,null,-0.850208,0.149519,,,,,,,,
91806,1.32827,0.125519,2.46955,0.74884,-0.0196871,1.30268,1.3283,0.937082,1.16006,2.6201,0.839244,,,,,,,,
91807,-1.56249,-0.29768,-1.59941,-0.541291,-0.168085,-1.40545,-0.816649,-0.0770723,null,-2.16893,-0.832668,,,,,,,,
91808,0.523743,0.201835,0.678076,0.43687,-0.00773476,1.40883,0.614696,0.344515,0.710238,1.13876,0.331601,,,,,,,,
91809,0.911207,0.0100454,1.51332,0.511516,0.1265,0.652881,0.882737,0.207027,0.058562,0.72817,0.0127623,,,,,,,,
91810,-0.106011,-0.0417087,0.307179,null,-0.0646531,0.100821,null,null,null,null,null,,,,,,,,
100101,-1.03629,-0.371666,-1.62785,-0.0410062,0.0105847,-1.54297,-1.1231,-1.93893,-1.98775,-3.31167,-1.44247,,,,,,,,
100102,0.401942,0.00960644,0.345311,0.26165,0.0411593,0.309513,0.958096,1.31432,0.198738,0.183795,0.376131,,,,,,,,
100103,-1.68654,-0.307099,-1.69657,-0.220303,-0.0384852,-1.21144,-1.48614,-1.42923,-1.33215,-2.00965,-0.802874,,,,,,,,
100104,-0.00363768,0.126662,0.424783,0.0755266,0.173319,-0.113749,0.191362,0.582182,0.143428,0.0528452,0.628322,,,,,,,,
100105,-0.729518,-0.590923,-0.76117,-0.485207,-0.503535,-1.82217,-0.148374,0.00679962,-0.654889,-0.940494,-0.401713,,,,,,,,
100106,-1.22305,-0.656506,-1.38794,-0.322902,-0.368461,-1.61032,-0.876974,-0.80703,-1.42421,-1.66031,-1.2445,,,,,,,,
100107,-0.0669176,-0.108279,-0.100282,-0.210512,0.0447907,0.0184486,0.685465,1.93869,0.352322,-0.333399,-0.0794361,,,,,,,,
100108,0.62099,0.280723,0.699101,-0.0396948,0.306032,0.672185,0.652796,1.09084,0.359993,0.647507,1.03649,,,,,,,,
100109,0.483083,0.0976887,0.526319,-0.241451,-0.0348581,0.343877,1.50924,1.47596,1.30095,0.958174,1.02708,,,,,,,,
100110,0.356717,0.125769,0.524817,-0.232985,0.123514,0.266817,0.550638,1.07642,0.420067,0.663823,0.886059,,,,,,,,
100111,0.742371,0.197523,1.05193,0.109171,0.190161,0.197996,1.63419,2.42296,2.23749,1.22178,1.50786,,,,,,,,
100112,0.418008,0.183397,0.420527,0.400283,0.103686,-0.0418503,0.170416,-0.464031,-0.561674,0.868762,0.332349,,,,,,,,
100113,-0.276802,-0.101134,-0.828185,0.198753,-0.171748,0.206602,-0.109835,-0.472718,-1.28538,0.245701,-0.0771899,,,,,,,,
100114,1.0845,0.393459,0.984762,0.490416,0.280133,1.12484,0.739695,0.578159,0.0239176,0.617978,0.532069,,,,,,,,
100115,1.37586,0.0687958,1.10425,0.501828,0.0699591,0.822853,1.29255,1.06062,-0.351867,0.932541,0.602583,,,,,,,,
100201,0.911014,0.270905,1.09816,0.0351784,0.293773,1.04455,0.956674,2.14416,1.48099,0.539381,1.15994,,,,,,,,
100202,1.23033,-0.0147752,1.03471,0.491905,0.0456434,0.43487,1.30949,0.835882,0.107786,0.7098,0.426469,,,,,,,,
100203,1.03218,0.225078,1.32054,0.341304,0.203638,0.184144,1.2354,1.19572,0.14371,1.41705,0.886647,,,,,,,,
100204,0.871178,0.252299,0.767468,0.0687569,0.362727,0.794215,null,null,0.763435,0.770496,0.961228,,,,,,,,
100205,0.170776,0.108562,0.21069,-0.190618,0.242211,0.204188,null,0.343479,1.01919,0.42218,0.310067,,,,,,,,
100206,0.686073,0.0239804,0.830335,0.228475,0.0748258,-0.0433872,0.607307,1.07155,0.251334,0.596479,0.48184,,,,,,,,
100207,-0.155486,-0.0139979,-0.433575,0.0014413,0.177439,-0.42321,-0.323818,-0.044891,-0.581123,-0.154571,0.054529,,,,,,,,
100208,1.26189,0.181086,1.59501,0.186547,-0.035147,0.647881,1.14399,1.31459,0.937763,1.47297,1.06503,,,,,,,,
100209,1.10208,0.23292,1.34002,0.489834,0.0542596,0.791701,0.690816,0.846258,0.534056,1.11547,0.524285,,,,,,,,
100210,-0.0624488,0.0539187,-0.0994435,0.0607788,0.0918807,-0.120966,0.346983,0.199455,-0.74175,0.312502,0.427877,,,,,,,,
100211,0.60266,0.169431,0.570071,0.491497,0.192389,0.858786,0.345783,0.104629,-0.733191,0.503095,0.233821,,,,,,,,
100212,-1.63604,-1.0743,-1.15166,-0.772717,-0.792522,-1.1606,-0.354753,-0.954029,-1.223,-1.11884,-1.31236,,,,,,,,
100213,-1.95677,-0.349246,-1.75554,-0.2739,-0.209061,-1.12613,-0.523102,-0.924789,-0.854138,-1.18577,-0.80357,,,,,,,,
100214,0.130096,-0.157486,-0.307894,0.357287,-0.0244924,-0.169778,0.0296937,-0.824982,-1.51167,0.0123359,-0.380288,,,,,,,,
100215,-1.59069,-0.287909,-1.71526,-0.187454,-0.179825,-1.84869,-1.27427,-1.5723,-1.62873,-1.46511,-1.21097,,,,,,,,
100301,0.794013,0.0551761,0.513342,0.515237,0.00957863,0.0861323,0.146597,-0.434614,-0.818592,-0.460046,-0.143716,,,,,,,,
100302,1.11547,-0.0543467,1.02437,0.450818,-0.171963,0.523429,0.625205,0.17918,0.24641,0.524465,0.195786,,,,,,,,
100303,-2.73023,-1.56998,-3.59843,-1.34143,-1.00465,-2.5873,-2.00248,-2.05709,-2.03357,-3.21895,-2.26159,,,,,,,,
100304,-0.91178,-0.16462,-0.4786,-0.252822,-0.242994,-0.589344,null,-1.10165,-0.886799,-1.32425,-1.16234,,,,,,,,
100305,-1.86003,-0.803353,-2.23839,-0.905902,-0.560984,-1.71677,-2.4608,-2.27625,-1.60446,-2.65102,-1.73729,,,,,,,,
100306,-0.754743,-0.511494,-1.01433,-0.108859,-0.402536,0.00798921,0.202614,-0.985513,-0.640145,-0.318969,-0.573384,,,,,,,,
100307,-0.370893,-0.575924,-0.847384,-0.121872,-0.351184,-0.674764,-0.48141,-2.05882,-1.12391,-0.567719,-0.851592,,,,,,,,
100308,-2.43668,-1.01718,-2.91293,-0.936771,-0.634894,-2.23871,-2.30795,-2.37682,-1.93839,-2.43553,-1.6985,,,,,,,,
100309,-1.40895,-0.397179,-2.06317,-0.47026,-0.310909,-1.37518,null,-1.67129,-1.62071,-1.62573,-1.23988,,,,,,,,
100310,0.964262,0.38494,0.894782,0.348604,0.191248,0.742016,0.586248,0.918908,-0.00318609,0.659906,0.616401,,,,,,,,
100311,1.17685,0.227329,1.18094,-0.00656964,0.147842,0.988183,null,1.78632,0.340928,0.724417,1.12504,,,,,,,,
100312,0.271427,0.114368,0.0404077,-0.0574316,-0.013097,0.578182,0.0176944,0.168473,-0.933567,-0.260626,-0.095574,,,,,,,,
100313,1.60048,0.295002,1.80773,0.306245,0.249959,0.58727,1.83704,2.32305,1.62559,1.40993,1.16994,,,,,,,,
100314,1.38923,0.455688,1.63058,0.706603,0.332958,1.25575,0.993484,1.93198,0.951371,0.941949,0.905777,,,,,,,,
100315,-0.724869,-0.0844998,-1.24295,-0.329616,0.115243,-0.481896,-1.04803,-1.03907,-1.23362,-0.760844,-0.612172,,,,,,,,
100401,0.38214,-0.02033,0.46542,0.191684,0.0535541,0.721734,0.491897,1.18385,0.408447,0.259072,0.543715,,,,,,,,
100402,-0.112931,-0.136854,-0.3437,-0.403473,-0.144354,-0.677074,-0.420769,-0.187615,-0.523735,-0.494609,-0.129363,,,,,,,,
100403,-0.0264672,-0.175151,-0.619437,-0.051158,-0.190472,-0.460071,-0.355761,-0.990742,-1.32606,-1.82953,-0.66352,,,,,,,,
100404,0.460985,0.163957,0.437606,0.0378979,-0.0169658,0.336355,0.444263,1.19735,0.703599,0.781288,0.997217,,,,,,,,
100405,-0.0536029,-0.120259,-0.0318951,-0.135402,-0.197867,-0.405502,0.0893036,-0.322146,-0.794492,-0.0431246,-0.258836,,,,,,,,
100406,0.457634,0.396964,0.397099,0.159722,0.260961,0.22967,-0.307561,0.226505,-0.364589,0.549709,0.423291,,,,,,,,
100407,-0.100258,0.256235,-0.69946,0.0762743,0.341812,0.134914,null,0.189801,-0.304989,-0.444905,0.0625759,,,,,,,,
100408,-0.0718748,0.00915471,-0.233256,-0.203693,0.117889,-0.525783,-0.167577,0.243447,-0.638527,-0.196271,0.106991,,,,,,,,
100409,0.200099,0.0366334,0.28964,0.150861,0.0183872,-0.143873,0.0879153,0.389416,0.293021,0.690867,0.416697,,,,,,,,
100410,0.541306,0.254948,0.746602,0.0964478,0.137966,0.154959,0.395387,0.978708,0.330109,0.584574,0.666741,,,,,,,,
100411,-0.377699,-0.29871,-0.718467,-0.0438004,-0.0199947,-0.0563269,null,-0.745871,-1.24848,-0.587454,-0.318559,,,,,,,,
100412,0.848315,0.288147,0.544127,0.293837,0.200495,0.273856,null,1.30959,0.771402,1.23117,0.895553,,,,,,,,
100413,0.0864181,-0.0465415,-0.124009,-9.84E-05,-0.134361,-0.440848,0.00981215,-0.0528099,-0.215735,0.37706,0.0399742,,,,,,,,
100414,0.480532,-0.030391,0.800992,0.00711489,-0.123167,-0.0572759,null,0.110996,-0.387113,-0.0417825,-0.0850786,,,,,,,,
100415,0.305718,-0.0298297,0.379478,-0.0389564,-0.0876023,0.11141,1.29752,1.47776,0.352283,0.682975,0.550197,,,,,,,,
100501,1.24714,0.193058,1.32445,0.353236,0.103718,0.0663321,1.34099,2.03652,2.21489,1.43004,0.92849,,,,,,,,
100502,-0.977668,-0.0428938,-1.69021,-0.34549,0.105999,-1.35846,-1.35767,-1.32212,-1.68579,-2.24396,-0.722774,,,,,,,,
100503,-0.0642218,0.0649516,-0.653672,-0.0498846,0.14939,0.25265,-0.350681,0.385376,0.29652,-0.0493261,0.34587,,,,,,,,
100504,0.058258,-0.155183,-0.0303913,0.319655,-0.12851,0.166428,0.258551,-0.0642556,-0.33959,-0.163985,0.236545,,,,,,,,
100505,0.241118,0.0927398,-0.0527558,0.385195,0.242257,0.154019,-0.22676,-0.682066,-0.422743,-0.406921,-0.176146,,,,,,,,
100506,0.536305,0.157492,0.568217,0.387254,0.0958807,0.269642,0.09404,-0.160819,-0.306178,0.468188,0.152597,,,,,,,,
100507,0.367466,0.0993665,0.544904,0.124671,0.08245,0.437998,0.0602346,0.57022,0.170097,0.73626,0.466263,,,,,,,,
100508,-0.902409,-0.171181,-1.25143,-0.488631,-0.0814323,-0.315593,null,-1.22596,-1.26825,-1.29415,-0.537356,,,,,,,,
100509,-1.67536,-0.658023,-2.4839,-0.866748,-0.237989,-2.0198,null,-1.86516,-1.77269,-1.5505,-0.909941,,,,,,,,
100510,1.03368,-0.253529,0.30484,-0.058437,-0.509984,-0.118821,0.202387,-0.511808,-0.946941,0.588243,-0.465711,,,,,,,,
100511,0.882445,0.341738,1.01189,0.297104,0.311523,1.1803,1.0733,1.76243,1.08381,1.18686,1.00696,,,,,,,,
100512,0.912003,0.0807338,0.759735,0.651558,-0.0249947,0.992151,0.875401,0.755373,-0.417173,1.11091,0.268518,,,,,,,,
100513,0.412622,0.563582,0.387251,0.446355,0.435627,0.640434,0.805303,0.494479,0.562989,0.563367,0.512706,,,,,,,,
100514,-0.0224771,0.175868,0.0107028,-0.114084,0.163529,0.492455,0.192345,0.0826791,-0.881413,0.320096,0.198658,,,,,,,,
100515,-0.451758,0.0364125,-0.214452,-0.0671807,0.289505,-0.479844,0.00418564,0.48161,-0.0518107,0.248295,0.657098,,,,,,,,
100601,-0.67197,-0.194928,-1.51133,-0.184913,-0.233859,-0.507294,-1.04033,-1.18801,-0.941231,-1.56762,-0.605156,,,,,,,,
100602,0.190498,0.17555,-0.568882,-0.229238,0.185599,0.151081,-0.819414,-0.581012,-0.85761,-1.17492,-0.115484,,,,,,,,
100603,0.0363924,-0.0340554,-0.533567,-0.162368,-0.335579,0.149563,-0.438419,-0.889905,-0.921699,-0.725098,-0.462476,,,,,,,,
100604,0.222333,0.154282,0.330027,0.364418,0.206769,-0.174683,0.962713,1.55863,0.745632,0.27978,0.687096,,,,,,,,
100605,0.793221,0.0997206,0.78791,0.469824,0.18645,0.402089,-0.0540983,-0.301878,-0.404312,0.335757,0.209554,,,,,,,,
100606,0.355741,0.05581,0.600119,0.384534,0.222215,1.16021,null,0.348279,0.116837,0.611646,0.490986,,,,,,,,
100607,0.912718,0.46747,0.829926,0.307161,0.381045,0.980027,0.407345,0.611078,-0.0102696,0.864237,0.754894,,,,,,,,
100608,-0.19937,0.0507382,-0.132832,0.0848947,0.0720139,-0.0108773,-0.16725,-0.608746,-0.908097,0.10022,-0.38489,,,,,,,,
100609,0.672247,0.380407,1.07404,0.0670801,0.303156,1.03226,0.356361,0.75107,0.684823,0.763387,0.923182,,,,,,,,
100610,0.510267,0.138726,0.473186,-0.0480051,0.0172202,0.933513,1.4693,1.49072,1.2027,0.623526,0.593778,,,,,,,,
100611,0.0510415,-0.0779418,-0.678738,0.204898,0.2343,-0.17805,-0.0749828,0.0119629,-0.426353,0.266533,0.203628,,,,,,,,
100612,0.512385,0.303293,0.539683,0.464947,0.308335,0.64319,0.0218945,-0.425631,-0.911576,0.235954,-0.102178,,,,,,,,
100613,-0.0819664,0.039956,0.158061,-0.162063,0.0983108,-0.588008,-0.115903,0.17031,0.328692,-0.0389375,0.291996,,,,,,,,
100614,-0.805738,-0.405803,-1.70843,0.108472,-0.070783,-0.530126,-0.348987,-1.0267,-1.45428,-1.0247,-0.888585,,,,,,,,
100615,1.10021,0.329196,0.779362,0.425749,0.195649,0.699266,1.11054,1.66978,0.613424,1.137,0.843318,,,,,,,,
100701,-0.109941,0.0272817,-0.0549046,-0.113016,0.155401,0.21329,-0.0517174,0.494787,0.214042,-0.933659,0.0696366,,,,,,,,
100702,0.175071,0.141847,-0.194159,0.374087,0.127464,0.0241325,null,-0.870154,-0.456381,-1.01763,-0.125885,,,,,,,,
100703,0.70568,0.118722,0.716504,0.353636,0.0753782,0.911861,0.196738,-0.216413,-0.794927,-0.275751,-0.104071,,,,,,,,
100704,0.84772,0.270498,1.09468,0.380246,0.104424,0.687466,0.676526,0.717322,0.181512,1.0374,0.689852,,,,,,,,
100705,0.261251,0.150799,0.301401,-0.0699267,0.0688743,0.29866,null,0.728775,0.429128,-0.470136,0.034256,,,,,,,,
100706,0.272252,0.42112,0.48569,0.299231,0.326248,0.687459,0.208703,0.570755,-0.0986319,0.35772,0.507971,,,,,,,,
100707,0.536925,0.204494,0.698248,0.45324,0.107105,0.705105,1.24679,0.545674,-0.455253,0.823103,0.369364,,,,,,,,
100708,-3.22682,-1.15651,-3.82496,-2.31366,-1.16299,-3.00653,-2.89707,-3.15036,-2.69798,-3.77678,-2.74289,,,,,,,,
100709,-0.702404,0.0848073,-0.372055,-0.499223,0.236261,-0.644168,-0.970415,0.56223,0.374021,-0.665166,0.147562,,,,,,,,
100710,-0.822366,-0.231776,-0.967205,0.011753,-0.217552,-1.058,-0.815763,-1.60991,-1.74816,-0.76951,-0.905205,,,,,,,,
100711,0.61856,0.15142,0.627974,0.299615,0.259177,0.692379,null,-0.34821,-0.744977,0.427763,0.257853,,,,,,,,
100712,0.212994,0.0112743,-0.418648,0.0573301,0.00893813,-0.0953265,null,-0.633894,-0.588699,-0.141205,-0.222166,,,,,,,,
100713,-0.291644,0.259682,-0.131768,0.205549,0.301437,0.0476629,-0.234358,-0.231513,-0.121651,0.0413171,0.238892,,,,,,,,
100714,0.995138,0.251061,0.721314,0.311824,0.140723,0.38353,0.791344,0.874838,-0.188247,0.961718,0.45057,,,,,,,,
100715,1.04434,0.121555,1.11927,0.595165,0.0331632,0.754491,1.03038,1.27671,0.59503,0.815386,0.582526,,,,,,,,
100801,0.603539,0.193449,0.418104,-0.183291,0.0567221,0.431466,0.379481,1.20086,1.22137,0.0228041,0.706697,,,,,,,,
100802,-0.82112,-0.281499,-1.46581,-0.440628,-0.235393,-0.796489,-1.20929,-1.33757,-0.662339,-1.55907,-0.541874,,,,,,,,
100803,-0.292549,0.0914878,-0.346141,-0.183886,0.0453935,-0.440379,-0.297648,-0.455815,-0.551187,-0.675878,-0.042453,,,,,,,,
100804,1.13601,0.318166,1.44923,0.238247,0.155792,0.730505,1.16852,2.18877,2.40126,1.30701,1.02592,,,,,,,,
100805,0.327253,0.124553,-0.0846952,0.225312,-0.0364175,0.220969,-0.462955,-0.883784,-0.604717,-0.290986,-0.20945,,,,,,,,
100806,-0.599323,0.0633121,-0.586191,-0.256685,-0.0431682,-0.280125,-0.521704,-0.491617,-0.944285,-0.981973,-0.260122,,,,,,,,
100807,-0.263933,0.122608,-0.330326,0.223872,0.156203,-0.291042,-0.606245,-1.26698,-1.0713,-0.512269,-0.445182,,,,,,,,
100808,-0.729922,0.10617,-0.657556,-0.0320935,0.0846631,-0.290665,-0.86068,-1.24174,-1.19531,-1.21454,-0.837219,,,,,,,,
100809,-1.89277,-0.97047,-1.8216,-1.4261,-0.856895,-1.43346,-1.17572,-1.48168,-0.85296,-1.34974,-1.09621,,,,,,,,
100810,-0.887385,-0.121858,-0.0839299,-0.467191,-0.114404,-1.21106,null,null,null,null,null,,,,,,,,
100811,1.04027,0.194694,1.0843,0.790114,0.0450361,0.862663,0.631879,0.206901,-0.391752,0.791913,0.243619,,,,,,,,
100812,0.133576,0.0500664,-0.0822208,-0.192152,-0.101946,0.140532,0.0641626,-0.285853,0.232688,0.271605,-0.0339249,,,,,,,,
100813,-1.39398,-0.507834,-1.72033,-0.398766,-0.304914,-1.14188,null,-1.60718,-1.50587,-1.31118,-0.974385,,,,,,,,
100814,-0.21077,0.0667141,-0.0969145,-0.116311,0.116326,-0.475079,0.295968,0.49763,0.400588,0.402191,0.266598,,,,,,,,
100815,0.790983,0.0800866,0.685278,0.268997,-0.0377035,1.05804,1.56581,2.12905,1.55115,0.990927,0.403089,,,,,,,,
100901,1.14908,0.134043,1.25238,0.554765,0.044029,0.201469,1.13047,0.511318,0.848104,0.833686,0.479258,,,,,,,,
100902,-0.12862,-0.45201,-0.734872,-0.512469,-0.460962,-0.571592,-0.473492,-1.06685,-0.188457,-0.52292,-0.25892,,,,,,,,
100903,0.406129,0.276897,0.298944,0.206185,0.169368,-0.206879,-0.0677082,0.0986338,0.191435,0.15152,0.222756,,,,,,,,
100904,0.245204,0.324605,0.224383,0.334901,0.217504,0.606586,-0.429265,-0.501589,-0.256072,-0.576132,-0.00975605,,,,,,,,
100905,0.572809,0.360047,1.0427,0.264044,0.426539,0.27832,0.646036,1.21426,0.810246,1.00247,0.947586,,,,,,,,
100906,-0.981847,-0.435568,-1.33432,-0.283654,-0.0211885,-0.998659,0.148488,0.242169,0.669165,-0.084543,-0.00199376,,,,,,,,
100907,0.859013,0.331401,0.911647,-0.0587023,0.393568,1.05997,0.447831,2.2538,1.91918,0.76771,1.4016,,,,,,,,
100908,0.433625,0.29574,0.681014,0.190469,0.15272,0.637448,-0.214088,-0.184725,-0.266225,-0.214563,-0.0761715,,,,,,,,
100909,-0.442687,-0.176551,-0.538812,-0.370885,-0.209886,-0.919624,-0.940218,-1.44097,-1.12116,-0.87497,-0.547186,,,,,,,,
100910,-0.138827,-0.221211,-0.584026,-0.370231,-0.280298,-0.371225,-0.376422,-0.22974,-0.862613,0.0293398,-0.7314,,,,,,,,
100911,-0.513804,-0.0330463,-0.760922,-0.395101,-0.25229,-1.35896,-0.49443,-0.733541,-1.31115,-0.787291,-1.03844,,,,,,,,
100912,0.756807,0.114572,0.671491,-0.01081,0.0172997,0.106645,1.62451,2.40322,2.3512,1.2073,0.945272,,,,,,,,
100913,0.657213,0.0441692,0.838483,0.37849,-0.0382012,0.982904,0.885677,0.897206,0.217045,0.771294,0.0263968,,,,,,,,
100914,-0.329443,-0.0699703,-0.856311,0.0136829,0.00476076,-0.712071,-0.62982,-1.04982,-1.30542,-0.812535,-0.952972,,,,,,,,
100915,1.43105,0.125265,1.45307,0.636301,-0.0971151,1.11407,1.28808,-0.044394,0.0353279,null,-0.0255899,,,,,,,,
101001,0.672961,0.0995963,0.820345,0.602425,-0.0247519,0.109777,0.380021,-0.0952592,0.326643,-0.0713992,0.117353,,,,,,,,
101002,1.44477,0.329179,2.01134,0.503193,0.0486219,0.902034,1.07418,0.744927,0.809915,0.3619,0.305775,,,,,,,,
101003,1.55543,0.153943,2.21098,0.948968,0.138217,1.41298,0.847692,0.166739,0.405482,1.08902,0.227978,,,,,,,,
101004,0.670383,0.268802,0.96985,0.328305,0.117807,0.575508,0.795265,0.371278,0.618968,1.0984,0.494708,,,,,,,,
101005,0.872011,-0.113114,1.04741,0.177508,-0.351596,0.887993,1.37751,1.28065,1.88897,1.13207,0.692718,,,,,,,,
